date,source,server,low,q1,md,q3,high
2025-07-07,op-hk8a-conflux,public,182,6355,8924,11650,19065
2025-07-07,op-us8a,public,116,6875,10230,13530,23301
2025-07-07,op-us8a-conflux,public,176,8224,13530,19972,34952
2025-07-08,op-de8a,public,293,10485,16777,24672,41943
2025-07-08,op-de8a-conflux,public,177,15832,26214,41943,69905
2025-07-08,op-hk8a,public,241,4510,6260,8224,13530
2025-07-08,op-hk8a-conflux,public,347,6657,9754,12336,19972
2025-07-08,op-us8a,public,942,5907,9754,13530,24672
2025-07-08,op-us8a-conflux,public,201,10230,15534,20971,34952
2025-07-09,op-de8a,public,463,9754,16777,26214,46603
2025-07-09,op-de8a-conflux,public,34,12336,20971,32263,59918
2025-07-09,op-hk8a,public,386,4660,6355,8388,13530
2025-07-09,op-hk8a-conflux,public,206,5745,8738,11037,18236
2025-07-09,op-us8a,public,544,7231,10485,14463,24672
2025-07-09,op-us8a-conflux,public,205,9986,14979,19972,32263
2025-07-10,op-de8a,public,254,9320,16131,24672,46603
2025-07-10,op-de8a-conflux,public,311,13530,22075,38130,69905
2025-07-10,op-hk8a,public,191,4821,6765,8738,14463
2025-07-10,op-hk8a-conflux,public,258,7108,9986,12710,20971
2025-07-10,op-us8a,public,216,7767,11335,14979,24672
2025-07-10,op-us8a-conflux,public,414,11037,16777,22994,38130
2025-07-11,op-de8a,public,292,10230,17476,26214,46603
2025-07-11,op-de8a-conflux,public,70,12336,22075,34952,59918
2025-07-11,op-hk8a,public,105,4357,6168,8224,13981
2025-07-11,op-hk8a-conflux,public,217,5745,8388,11335,19065
2025-07-11,op-us8a,public,402,7231,10754,13981,23301
2025-07-11,op-us8a-conflux,public,140,8388,13107,19065,34952
2025-07-12,op-de8a,public,260,11335,18236,27962,52428
2025-07-12,op-de8a-conflux,public,476,18236,29959,46603,83886
2025-07-12,op-hk8a,public,33,4609,6078,7767,12336
2025-07-12,op-hk8a-conflux,public,405,6078,8924,11983,19972
2025-07-12,op-us8a,public,85,7489,10754,13981,23301
2025-07-12,op-us8a-conflux,public,522,10485,14979,20971,34952
2025-07-13,op-de8a,public,278,10754,18236,27962,52428
2025-07-13,op-de8a-conflux,public,217,16777,27962,41943,69905
2025-07-13,op-hk8a,public,224,4877,6657,8559,13981
2025-07-13,op-hk8a-conflux,public,294,6452,9532,11983,19972
2025-07-13,op-us8a,public,356,7108,10754,14463,24672
2025-07-13,op-us8a-conflux,public,262,10230,15534,22075,38130
2025-07-14,op-de8a,public,104,10485,19065,27962,52428
2025-07-14,op-de8a-conflux,public,365,14979,26214,41943,69905
2025-07-14,op-hk8a,public,138,4934,6657,8559,13530
2025-07-14,op-hk8a-conflux,public,62,6502,9320,12336,20971
2025-07-14,op-us8a,public,628,7231,10754,13530,22075
2025-07-14,op-us8a-conflux,public,521,10754,16131,22075,38130
2025-07-15,op-de8a,public,295,10754,18236,29959,52428
2025-07-15,op-de8a-conflux,public,1240,15534,26214,41943,69905
2025-07-15,op-hk8a,public,225,5162,6765,8559,13530
2025-07-15,op-hk8a-conflux,public,260,6477,9426,12336,19972
2025-07-15,op-us8a,public,355,7913,11037,14463,23301
2025-07-15,op-us8a-conflux,public,330,9532,14463,20971,34952
2025-07-16,op-de8a,public,70,11037,19065,29959,52428
2025-07-16,op-de8a-conflux,public,465,16131,27962,46603,83886
2025-07-16,op-hk8a,public,411,4660,6355,8388,13530
2025-07-16,op-hk8a-conflux,public,187,6765,9320,11983,19065
2025-07-16,op-us8a,public,170,7390,10619,13981,23301
2025-07-16,op-us8a-conflux,public,197,11037,16131,22075,38130
2025-07-17,op-de8a,public,96,11983,18236,27962,46603
2025-07-17,op-de8a-conflux,public,1613,16131,27962,41943,69905
2025-07-17,op-hk8a,public,145,4821,6553,8224,13107
2025-07-17,op-hk8a-conflux,public,162,6078,8738,11650,19972
2025-07-17,op-us8a,public,344,8065,11335,14979,24672
2025-07-17,op-us8a-conflux,public,117,11037,15534,22075,38130
2025-07-18,op-de8a,public,229,9532,16131,24672,46603
2025-07-18,op-de8a-conflux,public,313,12710,24672,38130,69905
2025-07-18,op-hk8a,public,141,4546,6355,8065,13107
2025-07-18,op-hk8a-conflux,public,584,5991,8738,11983,20971
2025-07-18,op-us8a,public,292,7803,11037,14979,24672
2025-07-18,op-us8a-conflux,public,402,10754,15534,20971,34952
2025-07-19,op-de8a,public,215,11983,19065,27962,46603
2025-07-19,op-de8a-conflux,public,202,15534,26214,41943,69905
2025-07-19,op-hk8a,public,89,4993,6657,8388,13107
2025-07-19,op-hk8a-conflux,public,139,6657,9118,11650,19065
2025-07-19,op-us8a,public,250,8388,11650,14979,24672
2025-07-19,op-us8a-conflux,public,554,10754,16131,22075,38130
2025-07-20,op-de8a,public,225,10485,18236,27962,52428
2025-07-20,op-de8a-conflux,public,1370,11037,19972,34952,69905
2025-07-20,op-hk8a,public,150,4647,6452,8065,13107
2025-07-20,op-hk8a-conflux,public,166,6168,9118,12336,20971
2025-07-20,op-us8a,public,135,7489,11037,14979,26214
2025-07-20,op-us8a-conflux,public,381,11037,16131,22075,38130
2025-07-21,op-de8a,public,136,8738,14979,26214,52428
2025-07-21,op-de8a-conflux,public,290,12336,22075,38130,69905
2025-07-21,op-hk8a,public,393,4510,6168,8065,13107
2025-07-21,op-hk8a-conflux,public,52,6168,8738,11650,19065
2025-07-21,op-us8a,public,219,8065,11037,14463,23301
2025-07-21,op-us8a-conflux,public,684,10754,16131,20971,34952
2025-07-22,op-de8a,public,450,10485,19065,29959,52428
2025-07-22,op-de8a-conflux,public,343,12336,22075,38130,69905
2025-07-22,op-hk8a,public,498,4712,6355,8224,13107
2025-07-22,op-hk8a-conflux,public,224,5309,8388,11037,19065
2025-07-22,op-us8a,public,600,7840,11335,14979,24672
2025-07-22,op-us8a-conflux,public,450,9986,14979,22075,38130
2025-07-23,op-de8a,public,143,10230,17476,26214,46603
2025-07-23,op-de8a-conflux,public,295,18236,29959,41943,69905
2025-07-23,op-hk8a,public,216,4807,6553,8559,13981
2025-07-23,op-hk8a-conflux,public,533,5667,8559,11335,19065
2025-07-23,op-us8a,public,153,8738,11650,14979,23301
2025-07-23,op-us8a-conflux,public,380,11037,16777,22075,38130
2025-07-24,op-de8a,public,155,9118,14979,26214,46603
2025-07-24,op-de8a-conflux,public,418,12710,23301,38130,69905
2025-07-24,op-hk8a,public,204,4609,6452,8224,13530
2025-07-24,op-hk8a-conflux,public,199,6355,8924,11983,19972
2025-07-24,op-us8a,public,299,6990,10754,14463,24672
2025-07-24,op-us8a-conflux,public,165,9812,15534,22075,38130
2025-07-25,op-de8a,public,209,9118,16777,26214,46603
2025-07-25,op-de8a-conflux,public,819,13530,24672,41943,83886
2025-07-25,op-hk8a,public,157,5242,6990,8924,13981
2025-07-25,op-hk8a-conflux,public,215,6355,9320,12336,20971
2025-07-25,op-us8a,public,120,8738,11650,15256,24672
2025-07-25,op-us8a-conflux,public,951,9986,14463,20971,34952
2025-07-26,op-de8a,public,172,7626,13530,23301,46603
2025-07-26,op-de8a-conflux,public,894,12336,22075,38130,69905
2025-07-26,op-hk8a,public,551,4609,6355,8388,13981
2025-07-26,op-hk8a-conflux,public,183,6452,9118,11983,19972
2025-07-26,op-us8a,public,260,7489,11037,14463,24672
2025-07-26,op-us8a-conflux,public,269,8924,13530,19972,34952
2025-07-27,op-de8a,public,171,8065,14463,23301,41943
2025-07-27,op-de8a-conflux,public,209,14979,26214,41943,69905
2025-07-27,op-hk8a,public,345,4609,6553,8388,13530
2025-07-27,op-hk8a-conflux,public,230,6477,9320,12336,20971
2025-07-27,op-us8a,public,371,7489,11037,14592,24672
2025-07-27,op-us8a-conflux,public,323,9754,14979,20971,34952
2025-07-28,op-de8a,public,176,7913,15534,24672,46603
2025-07-28,op-de8a-conflux,public,619,11650,23301,38130,69905
2025-07-28,op-hk8a,public,259,4609,6260,8065,13107
2025-07-28,op-hk8a-conflux,public,195,6260,9118,11650,19065
2025-07-28,op-us8a,public,201,7019,10230,13981,23301
2025-07-28,op-us8a-conflux,public,159,9532,14463,19972,34952
2025-07-29,op-de8a,public,137,9986,17476,27962,52428
2025-07-29,op-de8a-conflux,public,533,13107,26214,41943,83886
2025-07-29,op-hk8a,public,158,3994,5667,7489,12710
2025-07-29,op-hk8a-conflux,public,119,5745,8388,10895,18236
2025-07-29,op-us8a,public,196,6765,9986,13530,23301
2025-07-29,op-us8a-conflux,public,139,9986,16131,22075,38130
2025-07-30,op-de8a,public,229,7767,14721,23301,41943
2025-07-30,op-de8a-conflux,public,213,12710,23301,38130,69905
2025-07-30,op-hk8a,public,135,4660,6355,8388,13530
2025-07-30,op-hk8a-conflux,public,59,6553,9320,11983,19972
2025-07-30,op-us8a,public,510,6078,10230,13530,24672
2025-07-30,op-us8a-conflux,public,526,9320,14463,19972,34952
2025-07-31,op-de8a,public,151,9587,16777,26214,46603
2025-07-31,op-de8a-conflux,public,507,16131,27962,46603,83886
2025-07-31,op-hk8a,public,276,4877,6553,8388,13530
2025-07-31,op-hk8a-conflux,public,118,6260,8924,11650,19065
2025-07-31,op-us8a,public,202,6355,10485,13981,24672
2025-07-31,op-us8a-conflux,public,260,10230,15534,22075,38130
2025-08-01,op-de8a,public,469,9754,16131,24672,46603
2025-08-01,op-de8a-conflux,public,340,11650,22075,38130,69905
2025-08-01,op-hk8a,public,456,4510,6355,8224,13530
2025-08-01,op-hk8a-conflux,public,342,5292,8388,11650,19972
2025-08-01,op-us8a,public,801,7489,10485,13981,23301
2025-08-01,op-us8a-conflux,public,157,8924,14979,20971,38130
2025-08-02,op-de8a,public,890,9754,16131,26214,46603
2025-08-02,op-de8a-conflux,public,659,15534,24672,38130,69905
2025-08-02,op-hk8a,public,629,4324,6260,7913,13107
2025-08-02,op-hk8a-conflux,public,162,5991,8559,11335,19065
2025-08-02,op-us8a,public,105,7231,10754,14463,24672
2025-08-02,op-us8a-conflux,public,261,9986,15534,20971,34952
2025-08-03,op-de8a,public,751,11650,18236,26214,46603
2025-08-03,op-de8a-conflux,public,287,16131,27962,41943,69905
2025-08-03,op-hk8a,public,100,4993,6657,8388,13107
2025-08-03,op-hk8a-conflux,public,308,6553,8924,11650,19065
2025-08-03,op-us8a,public,116,7626,10754,14463,24672
2025-08-03,op-us8a-conflux,public,134,9754,15534,20971,34952
2025-08-04,op-de8a,public,476,11983,18236,27962,46603
2025-08-04,op-de8a-conflux,public,750,16131,26214,41943,69905
2025-08-04,op-hk8a,public,27,4877,6355,8224,13107
2025-08-04,op-hk8a-conflux,public,202,5745,9021,11983,20971
2025-08-04,op-us8a,public,568,7489,10485,13981,23301
2025-08-04,op-us8a-conflux,public,496,10754,15534,20971,34952
2025-08-05,op-de8a,public,427,11335,18236,27962,52428
2025-08-05,op-de8a-conflux,public,779,12710,20971,34952,59918
2025-08-05,op-hk8a,public,414,4993,6657,8065,12336
2025-08-05,op-hk8a-conflux,public,661,6237,8738,11983,19972
2025-08-05,op-us8a,public,136,8144,11037,14463,23301
2025-08-05,op-us8a-conflux,public,122,11335,16131,20971,34952
2025-08-06,op-de8a,public,225,11650,18236,27962,52428
2025-08-06,op-de8a-conflux,public,330,15534,26214,41943,69905
2025-08-06,op-hk8a,public,253,4236,5991,7913,13107
2025-08-06,op-hk8a-conflux,public,273,6657,9532,12336,19972
2025-08-06,op-us8a,public,116,8224,11335,14463,23301
2025-08-06,op-us8a-conflux,public,164,11650,16777,22075,34952
2025-08-07,op-de8a,public,849,10754,16777,26214,46603
2025-08-07,op-de8a-conflux,public,408,15534,26214,41943,69905
2025-08-07,op-hk8a,public,472,4766,6452,8559,13530
2025-08-07,op-hk8a-conflux,public,1184,6765,8924,11650,18236
2025-08-07,op-us8a,public,265,6875,10230,13981,23301
2025-08-07,op-us8a-conflux,public,589,10754,15534,20971,34952
2025-08-08,op-de8a,public,778,10293,17476,26214,46603
2025-08-08,op-de8a-conflux,public,242,12710,20971,34952,59918
2025-08-08,op-hk8a,public,104,4934,6765,8924,14463
2025-08-08,op-hk8a-conflux,public,817,6260,8738,11335,18236
2025-08-08,op-us8a,public,442,6452,9986,13530,23301
2025-08-08,op-us8a-conflux,public,1252,11037,15534,20971,34952
2025-08-09,op-de8a,public,158,10754,18236,27962,52428
2025-08-09,op-de8a-conflux,public,198,19065,32263,46603,83886
2025-08-09,op-hk8a,public,308,4712,6260,7913,12710
2025-08-09,op-hk8a-conflux,public,466,5907,9118,12336,20971
2025-08-09,op-us8a,public,806,7626,11037,14463,24672
2025-08-09,op-us8a-conflux,public,325,11260,16777,22075,38130
2025-08-10,op-de8a,public,228,11650,18236,26214,46603
2025-08-10,op-de8a-conflux,public,146,15832,27962,41943,69905
2025-08-10,op-hk8a,public,188,5242,7108,8784,13981
2025-08-10,op-hk8a-conflux,public,421,6990,9754,12336,19972
2025-08-10,op-us8a,public,1015,8559,11650,15534,24672
2025-08-10,op-us8a-conflux,public,305,11335,16777,23301,38130
2025-08-11,op-de8a,public,284,9320,16777,26214,46603
2025-08-11,op-de8a-conflux,public,271,13107,23301,38130,69905
2025-08-11,op-hk8a,public,225,5309,6990,8924,13981
2025-08-11,op-hk8a-conflux,public,227,6657,9532,12710,20971
2025-08-11,op-us8a,public,294,6657,10230,13530,23301
2025-08-11,op-us8a-conflux,public,610,10230,14979,19972,32263
2025-08-12,op-de8a,public,340,11037,18236,26214,46603
2025-08-12,op-de8a-conflux,public,559,14463,24672,38130,69905
2025-08-12,op-hk8a,public,104,5447,7108,9320,14463
2025-08-12,op-hk8a-conflux,public,579,6100,9532,12336,20971
2025-08-12,op-us8a,public,290,8388,11492,14979,24672
2025-08-12,op-us8a-conflux,public,666,9320,14463,19972,34952
2025-08-13,op-de8a,public,143,8224,15534,24672,46603
2025-08-13,op-de8a-conflux,public,201,16131,26214,41943,69905
2025-08-13,op-hk8a,public,426,5377,6990,9118,14463
2025-08-13,op-hk8a-conflux,public,391,6355,9754,12710,22075
2025-08-13,op-us8a,public,341,8065,11335,14463,23301
2025-08-13,op-us8a-conflux,public,927,11335,16777,22075,38130
2025-08-14,op-de8a,public,242,10686,16777,26214,46603
2025-08-14,op-de8a-conflux,public,785,12336,22075,34952,59918
2025-08-14,op-hk8a,public,521,5053,6820,8924,14463
2025-08-14,op-hk8a-conflux,public,449,6553,8924,11650,19065
2025-08-14,op-us8a,public,220,7200,10485,13981,23301
2025-08-14,op-us8a-conflux,public,87,10230,14979,20971,34952
2025-08-15,op-de8a,public,923,11983,19065,27962,46603
2025-08-15,op-de8a-conflux,public,1115,14463,26214,46603,83886
2025-08-15,op-hk8a,public,66,4346,6355,8224,13530
2025-08-15,op-hk8a-conflux,public,130,6657,9532,12336,19972
2025-08-15,op-us8a,public,565,6452,9532,13107,22075
2025-08-15,op-us8a-conflux,public,220,10230,15534,20971,34952
2025-08-16,op-de8a,public,631,11983,19065,27962,46603
2025-08-16,op-de8a-conflux,public,651,14979,26214,41943,69905
2025-08-16,op-hk8a,public,816,5053,6875,9118,14979
2025-08-16,op-hk8a-conflux,public,606,6260,9320,12336,19972
2025-08-16,op-us8a,public,389,6553,10230,13981,24672
2025-08-16,op-us8a-conflux,public,864,10230,15534,20971,34952
2025-08-17,op-de8a,public,372,10485,17476,26214,46603
2025-08-17,op-de8a-conflux,public,234,14979,24672,41943,69905
2025-08-17,op-hk8a,public,174,5053,6875,9118,14979
2025-08-17,op-hk8a-conflux,public,700,6765,9986,13107,22075
2025-08-17,op-us8a,public,171,6214,10230,13981,24672
2025-08-17,op-us8a-conflux,public,852,9320,14463,19972,34952
2025-08-18,op-de8a,public,461,11335,18236,26214,46603
2025-08-18,op-de8a-conflux,public,559,15534,26214,41943,69905
2025-08-18,op-hk8a,public,211,4462,6355,8738,14979
2025-08-18,op-hk8a-conflux,public,467,6214,9986,13107,23301
2025-08-18,op-us8a,public,122,6765,10485,13981,24672
2025-08-18,op-us8a-conflux,public,98,9532,15534,20971,34952
2025-08-19,op-de8a,public,584,9754,18236,27962,52428
2025-08-19,op-de8a-conflux,public,247,14592,26214,38130,69905
2025-08-19,op-hk8a,public,483,5518,7231,9118,14463
2025-08-19,op-hk8a-conflux,public,312,6168,9118,11650,19065
2025-08-19,op-us8a,public,150,7231,10230,13530,22075
2025-08-19,op-us8a-conflux,public,171,11037,16131,20971,34952
2025-08-20,op-de8a,public,552,10230,17476,27962,52428
2025-08-20,op-de8a-conflux,public,1198,12809,22688,38130,69905
2025-08-20,op-hk8a,public,280,4877,6553,8559,13981
2025-08-20,op-hk8a-conflux,public,315,6355,9320,11983,19972
2025-08-20,op-us8a,public,310,7358,11037,14463,24672
2025-08-20,op-us8a-conflux,public,113,8473,14463,19972,34952
2025-08-21,op-de8a,public,955,11037,18236,27962,52428
2025-08-21,op-de8a-conflux,public,1514,16131,26214,41943,69905
2025-08-21,op-hk8a,public,247,5377,7489,9532,14979
2025-08-21,op-hk8a-conflux,public,466,7557,10754,13530,22075
2025-08-21,op-us8a,public,762,8388,11983,15534,26214
2025-08-21,op-us8a-conflux,public,400,10754,16131,22075,38130
2025-08-22,op-de8a,public,1010,11650,19972,29959,52428
2025-08-22,op-de8a-conflux,public,701,15117,27962,41943,69905
2025-08-22,op-hk8a,public,298,4415,6553,8924,15534
2025-08-22,op-hk8a-conflux,public,38,6260,9532,12710,22075
2025-08-22,op-us8a,public,757,7523,11037,14463,24672
2025-08-22,op-us8a-conflux,public,925,10230,14463,19972,32263
2025-08-23,op-de8a,public,500,9118,16777,26214,46603
2025-08-23,op-de8a-conflux,public,619,15534,27962,41943,69905
2025-08-23,op-hk8a,public,392,4793,6657,9021,14979
2025-08-23,op-hk8a-conflux,public,133,5991,9532,12336,20971
2025-08-23,op-us8a,public,68,7358,11037,14463,24672
2025-08-23,op-us8a-conflux,public,267,9754,14463,19972,34952
